time,session 
10,8049.820068359375 
20,8049.820068359375 
30,8049.820068359375 
40,8049.820068359375 
50,8049.820068359375 
60,8049.820068359375 
70,8049.820068359375 
80,8049.820068359375 
90,8049.820068359375 
100,8049.820068359375 
110,8049.820068359375 
120,8049.820068359375 
130,8049.820068359375 
140,8049.820068359375 
150,7264.5888671875 
160,7182.20703125 
170,7182.20703125 
180,7112.97607421875 
190,7112.97607421875 
200,7112.97607421875 
210,7112.97607421875 
220,7112.97607421875 
230,7112.97607421875 
240,7112.97607421875 
250,7112.97607421875 
260,7112.97607421875 
270,7112.97607421875 
280,7112.97607421875 
290,7112.97607421875 
300,7112.97607421875 
310,7112.97607421875 
320,7112.97607421875 
330,7112.97607421875 
340,7112.97607421875 
350,7112.97607421875 
360,7112.97607421875 
370,7112.97607421875 
380,7112.97607421875 
390,6759.587890625 
400,6759.587890625 
410,6759.587890625 
420,6759.587890625 
430,6759.587890625 
440,6759.587890625 
450,6759.587890625 
460,6759.587890625 
470,6759.587890625 
480,6759.587890625 
490,6759.587890625 
500,6759.587890625 
510,6759.587890625 
520,6759.587890625 
530,6759.587890625 
540,6759.587890625 
550,6759.587890625 
560,6759.587890625 
570,6759.587890625 
580,6759.587890625 
590,6759.587890625 
600,6759.587890625 
610,6759.587890625 
620,6759.587890625 
630,6759.587890625 
640,6759.587890625 
650,6759.587890625 
660,6759.587890625 
670,6759.587890625 
680,6759.587890625 
690,6759.587890625 
700,6759.587890625 
710,6759.587890625 
720,6759.587890625 
730,6759.587890625 
740,6759.587890625 
750,6759.587890625 
760,6759.587890625 
770,6759.587890625 
780,6759.587890625 
790,6759.587890625 
800,6759.587890625 
810,6759.587890625 
820,6759.587890625 
830,6759.587890625 
840,6759.587890625 
850,6759.587890625 
860,6759.587890625 
870,6759.587890625 
880,6759.587890625 
890,6759.587890625 
900,6759.587890625 
910,6759.587890625 
920,6759.587890625 
930,6759.587890625 
940,6759.587890625 
950,6759.587890625 
960,6759.587890625 
970,6759.587890625 
980,6759.587890625 
990,6759.587890625 
1000,6759.587890625 
1010,6759.587890625 
1020,6759.587890625 
1030,6759.587890625 
1040,6759.587890625 
1050,6759.587890625 
1060,6759.587890625 
1070,6759.587890625 
1080,6759.587890625 
1090,6759.587890625 
1100,6759.587890625 
1110,6759.587890625 
1120,6759.587890625 
1130,6759.587890625 
1140,6759.587890625 
1150,6759.587890625 
1160,6759.587890625 
1170,6759.587890625 
1180,6759.587890625 
1190,6759.587890625 
1200,6759.587890625 
1210,6759.587890625 
1220,6759.587890625 
1230,6759.587890625 
1240,6759.587890625 
1250,6759.587890625 
1260,6759.587890625 
1270,6759.587890625 
1280,6759.587890625 
1290,6759.587890625 
1300,6759.587890625 
1310,6759.587890625 
1320,6759.587890625 
1330,6759.587890625 
1340,6759.587890625 
1350,6759.587890625 
1360,6759.587890625 
1370,6759.587890625 
1380,6759.587890625 
1390,6759.587890625 
1400,6759.587890625 
1410,6759.587890625 
1420,6759.587890625 
1430,6759.587890625 
1440,6759.587890625 
1450,6759.587890625 
1460,6759.587890625 
1470,6759.587890625 
1480,6759.587890625 
1490,6759.587890625 
1500,6759.587890625 
1510,6759.587890625 
1520,6759.587890625 
1530,6759.587890625 
1540,6759.587890625 
1549,4682.708984375 
