time,connect,request 
10,4685.344970703125,5012.383056640625 
20,5063.0888671875,5367.512939453125 
30,5108.35791015625,5367.512939453125 
40,5108.35791015625,6720.408935546875 
50,5475.7900390625,6720.408935546875 
60,5475.7900390625,6720.408935546875 
70,5475.7900390625,6720.408935546875 
80,5475.7900390625,6720.408935546875 
90,5475.7900390625,6720.408935546875 
100,5475.7900390625,6720.408935546875 
110,5475.7900390625,6720.408935546875 
120,5475.7900390625,6720.408935546875 
130,5475.7900390625,6720.408935546875 
140,5475.7900390625,6720.408935546875 
150,5475.7900390625,6720.408935546875 
160,5475.7900390625,6720.408935546875 
170,5475.7900390625,6720.408935546875 
180,5475.7900390625,6720.408935546875 
190,5923.98681640625,6720.408935546875 
200,5923.98681640625,6720.408935546875 
210,5923.98681640625,6720.408935546875 
220,5923.98681640625,7182.78515625 
230,5923.98681640625,7182.78515625 
240,5923.98681640625,7182.78515625 
250,5923.98681640625,7182.78515625 
260,5923.98681640625,7182.78515625 
270,5923.98681640625,7182.78515625 
280,5923.98681640625,7182.78515625 
290,5923.98681640625,7182.78515625 
300,5923.98681640625,7182.78515625 
310,5923.98681640625,7182.78515625 
320,5923.98681640625,7182.78515625 
330,5923.98681640625,7182.78515625 
340,5923.98681640625,7182.78515625 
350,5923.98681640625,7182.78515625 
360,5923.98681640625,7182.78515625 
370,5923.98681640625,7182.78515625 
380,5923.98681640625,7182.78515625 
390,5923.98681640625,7182.78515625 
400,5923.98681640625,7182.78515625 
410,5923.98681640625,7182.78515625 
420,5923.98681640625,7182.78515625 
430,5923.98681640625,7182.78515625 
440,5923.98681640625,7182.78515625 
450,5923.98681640625,7182.78515625 
460,5923.98681640625,7182.78515625 
470,5923.98681640625,7182.78515625 
480,5923.98681640625,7182.78515625 
490,5923.98681640625,7182.78515625 
500,5923.98681640625,7182.78515625 
510,5923.98681640625,7182.78515625 
520,5923.98681640625,7182.78515625 
530,5923.98681640625,7182.78515625 
540,5923.98681640625,7182.78515625 
550,5923.98681640625,7182.78515625 
560,5923.98681640625,7182.78515625 
570,5923.98681640625,7182.78515625 
580,5923.98681640625,7182.78515625 
590,5923.98681640625,7182.78515625 
600,5923.98681640625,7182.78515625 
610,5923.98681640625,7182.78515625 
620,5923.98681640625,7182.78515625 
630,5923.98681640625,7182.78515625 
640,5923.98681640625,7182.78515625 
650,5923.98681640625,7182.78515625 
660,7262.568115234375,7320.421875 
670,7262.568115234375,7320.421875 
680,7262.568115234375,7320.421875 
690,7262.568115234375,7320.421875 
700,7262.568115234375,7320.421875 
710,7262.568115234375,7320.421875 
720,7262.568115234375,7320.421875 
730,7262.568115234375,7320.421875 
740,7262.568115234375,7320.421875 
750,7262.568115234375,7320.421875 
760,7262.568115234375,7320.421875 
770,7262.568115234375,7320.421875 
780,7262.568115234375,7320.421875 
790,7262.568115234375,7320.421875 
800,7262.568115234375,7320.421875 
810,7262.568115234375,7320.421875 
820,7262.568115234375,7320.421875 
830,7262.568115234375,7320.421875 
840,7262.568115234375,7320.421875 
850,7262.568115234375,7320.421875 
860,7262.568115234375,7320.421875 
870,7262.568115234375,7320.421875 
880,7262.568115234375,7320.421875 
890,7262.568115234375,7320.421875 
900,7262.568115234375,7320.421875 
910,7262.568115234375,7320.421875 
920,7262.568115234375,7320.421875 
930,7262.568115234375,7320.421875 
940,7262.568115234375,7320.421875 
950,7262.568115234375,7320.421875 
960,7262.568115234375,7320.421875 
970,7262.568115234375,7320.421875 
980,7262.568115234375,7320.421875 
990,7262.568115234375,7320.421875 
1000,7262.568115234375,7320.421875 
1010,7262.568115234375,7320.421875 
1020,7262.568115234375,7320.421875 
1030,7262.568115234375,7320.421875 
1040,7262.568115234375,7320.421875 
1050,7262.568115234375,7320.421875 
1060,7262.568115234375,7320.421875 
1070,7262.568115234375,7320.421875 
1080,7262.568115234375,7320.421875 
1090,7262.568115234375,7320.421875 
1100,7262.568115234375,7320.421875 
1110,7262.568115234375,7320.421875 
1120,7262.568115234375,7320.421875 
1130,7262.568115234375,7320.421875 
1140,7262.568115234375,7320.421875 
1150,7262.568115234375,7320.421875 
1160,7262.568115234375,7320.421875 
1170,7262.568115234375,7320.421875 
1180,7262.568115234375,7320.421875 
1190,7262.568115234375,7320.421875 
1200,7262.568115234375,7320.421875 
1210,7262.568115234375,7320.421875 
1220,7262.568115234375,7320.421875 
1230,7262.568115234375,7320.421875 
1240,7262.568115234375,7320.421875 
1250,7262.568115234375,7320.421875 
1260,8222.0,8399.144775390625 
1270,8222.0,8399.144775390625 
1280,8222.0,8399.144775390625 
1290,8222.0,8399.144775390625 
1300,8222.0,8399.144775390625 
1310,8222.0,8399.144775390625 
1320,8222.0,8399.144775390625 
1330,8222.0,8399.144775390625 
1340,8222.0,8399.144775390625 
1350,8222.0,8399.144775390625 
1360,8222.0,8399.144775390625 
1370,8222.0,8399.144775390625 
1380,8222.0,8399.144775390625 
1390,8222.0,8399.144775390625 
1400,8222.0,8399.144775390625 
1410,8222.0,8399.144775390625 
1420,8222.0,8399.144775390625 
1430,8222.0,8399.144775390625 
1440,8222.0,8399.144775390625 
1450,8222.0,8399.144775390625 
1460,8222.0,8399.144775390625 
1470,8222.0,8399.144775390625 
1480,8222.0,8399.144775390625 
1490,8222.0,8399.144775390625 
1500,8222.0,8399.144775390625 
1510,8222.0,8399.144775390625 
1520,8222.0,8399.144775390625 
1530,8222.0,8399.144775390625 
1540,8222.0,8399.144775390625 
1549,8222.0,8399.144775390625 
