time,connect,request 
10,836.7265202582763,1112.535034611766 
20,877.7541668084009,1456.8758518948787 
30,1151.0158493583635,1129.0453892662304 
40,1221.8769162534318,1438.8323180777825 
50,1111.3924412230517,1346.6179419712246 
60,1084.2977133624065,1306.1306659182244 
70,1096.1357669059444,1287.2969149287023 
80,1323.708300245656,1281.0885073207376 
90,978.107282051798,1572.2286150486989 
100,829.3894812318924,1166.6853144067986 
110,902.225434032212,1631.8134387375562 
120,997.111148762094,1242.9485951744077 
130,928.226780521682,993.5592004085935 
140,857.7034485906613,1408.97048389748 
150,1141.5025891612613,830.6836062558885 
160,1160.4223888986003,914.2177651887234 
170,964.062995298459,1290.2934338385232 
180,1036.004528167261,920.0321349917476 
190,1336.835175576199,1444.3557727652944 
200,1107.1658437242622,1286.3340153959705 
210,1114.4560881129657,965.799805413598 
220,868.5905758912346,1138.4243202203838 
230,987.8616557783162,1271.6021839047273 
240,892.2494702092498,1071.370972124323 
250,1039.7590701787985,1454.9582905364052 
260,1098.014773194845,1314.837568008883 
270,998.5846490517204,1337.253544067555 
280,1059.4826283392406,844.669789414391 
290,1190.380801219777,1378.8914846291652 
300,1093.000135558107,1254.051596000934 
310,948.192096361843,1050.620083383849 
320,1137.865345124324,1198.8414264932755 
330,941.8278663698036,1314.6757826176795 
340,925.8679312162733,769.8620950894268 
350,847.5353935585686,994.2454103327694 
360,836.4656494830449,1269.814462771506 
370,995.989139921729,820.0006897715527 
380,814.4118027346591,1282.7491954807958 
390,1123.7965068017882,878.6560818202213 
400,751.1668234414562,1233.909207800419 
410,701.0410483690372,936.6172043764943 
420,651.7675194605947,1397.1893956811841 
430,1057.3958230452017,736.1209455793537 
440,853.366034985985,1289.9746142041706 
450,847.1853693648552,903.9894484315529 
460,1003.0704685175317,1538.5124815800598 
470,989.6592730201237,961.2624131480645 
480,1016.1297217688158,1294.058413219739 
490,643.8796728587015,1366.910588444617 
500,737.1585782314179,1316.8829615629766 
510,848.7206323418401,1567.3121767261068 
520,725.0820157467782,957.8538453385938 
530,868.0914758492949,1339.847609096829 
540,935.9071081870251,915.1108003573465 
550,941.0832140877052,1381.139902727892 
560,1231.6238465020044,1363.2795946650722 
570,745.933170527828,1085.129126725171 
580,991.9124469068475,1278.302055846941 
590,569.7911400698338,908.4909108078007 
600,1177.1252010260484,1789.8505936223803 
610,951.8140088044512,1373.9756660256342 
620,888.1800818959263,1979.6540900152834 
630,1174.5795035404433,1131.4851791191318 
640,964.6179204857411,1500.8184463829411 
650,795.5927634048435,1925.723797795532 
660,999.4691985607033,1673.02140130582 
670,982.9690896173008,1199.4495812483613 
680,886.1521543765391,1204.4841823580266 
690,1106.6391068558182,807.0872744640583 
700,867.2333972809984,1397.3566682958967 
710,912.2379048056488,867.5845846434713 
720,881.0266274513489,938.5869257518891 
730,921.8536445520954,1616.5443139146753 
740,955.499649465581,990.685716001628 
750,729.946247568904,1592.3444566894761 
760,818.1666040460999,1123.8155563315522 
770,899.0734574516928,1253.1009309368962 
780,665.695766747115,1206.041717796495 
790,814.5442224503388,1450.7109100258353 
800,811.1359677696427,1168.7335946635924 
