time,200 
10,999.9 
20,1093.6 
30,1355.5 
40,1356.9 
50,1263.9 
60,1003.6 
70,1458.4 
80,1449.3 
90,1070.4 
100,1592 
110,1187 
120,1257.2 
130,1638.5 
140,1355.1 
150,1658.5 
160,1255.8 
170,1091.8 
180,1490.8 
190,1331.3 
200,1169.9 
210,1266.8 
220,1389 
230,1365.5 
240,1187.2 
250,1634.9 
260,1276.2 
270,1867.4 
280,1200.1 
290,1045.3 
300,1740 
310,1192 
320,1679.2 
330,1128.9 
340,1578.6 
350,1341.1 
360,1112.4 
370,1435.3 
380,1592.1 
390,1248.8 
400,1736.9 
410,1855.7 
420,1100 
430,1702 
440,1298 
450,1489.7 
460,1505.5 
470,1484.1 
480,1422.7 
490,1101.9 
500,1666.9 
510,1382.7 
520,1566.4 
530,1355.3 
540,1406.7 
550,1521.4 
560,1125.6 
570,1662.2 
580,1282.7 
590,1596.2 
600,1292.8 
610,1272.8 
620,1002.7 
630,1857 
640,1442.5 
650,759 
660,1633.3 
670,1981.6 
680,1122 
690,1576.3 
700,1423.7 
710,1455.2 
720,1172.5 
730,1489.8 
740,979.7 
750,1912.7 
760,1050.3 
770,1922.4 
780,1847.8 
790,1150.9 
800,1083.9 
810,1915.7 
820,1678.2 
830,1321.8 
840,1014.1 
850,1787.7 
860,1173.2 
870,1530.2 
880,1439 
890,1345.2 
900,782.7 
910,1814.4 
920,1528.9 
930,1564.9 
940,1186.3 
950,1816.3 
960,943.7 
970,1921.8 
980,1198.9 
990,1570.7 
1000,1353.9 
1010,1074.8 
1020,1915.2 
1030,1028.6 
1040,1814.6 
1050,1152 
1060,1897.8 
1070,1079.5 
1080,1339.9 
1090,1752.9 
1100,1820.1 
1110,1122.4 
1120,1810.6 
1130,1167 
1140,1180.1 
1150,1819.7 
1160,1010.2 
1170,1047 
1180,1942.8 
1190,1188.8 
1200,1829.5 
1210,1370.7 
1220,1693.2 
1230,1770.1 
1240,1123.5 
1250,1765.9 
1260,1294.6 
1270,1480.9 
1280,1511.4 
1290,1692.9 
1300,1476.4 
1310,1578.3 
1320,1241.2 
1330,1122.7 
1340,1832.4 
1350,1160.9 
1360,1765.2 
1370,1577.3 
1380,1159.3 
1390,1385.6 
1400,1912.1 
1410,1252.2 
1420,1671.8 
1430,1163.3 
1440,1647.9 
1450,1635.9 
1460,1529.9 
1470,1228.8 
1480,1678.2 
1490,1234.3 
1500,1613.3 
1510,1312 
1520,1312.2 
1530,1700.1 
1540,1772.1 
1549,1510.3 
