time,page 
10,524.4314250906468 
20,804.1990139631927 
30,553.0517665478883 
40,697.6589451368947 
50,714.0379996122814 
60,693.1783296815141 
70,629.9967443231731 
80,650.1089110802933 
90,837.6012635117783 
100,614.6577133715441 
110,914.8845522539111 
120,533.7969900291138 
130,468.29126078607857 
140,710.8385130106496 
150,488.10765516264 
160,530.732732185128 
170,822.4682231001417 
180,439.82718559287696 
190,660.7150636837873 
200,765.8773001473484 
210,444.15467777601566 
220,719.8492423208654 
230,659.1353975575088 
240,582.5482900424973 
250,702.5178921788236 
260,564.2301866076195 
270,588.8155187267158 
280,500.4817674757754 
290,803.231266319351 
300,623.8415767218394 
310,522.6856204653731 
320,670.5774896847973 
330,770.1058325495919 
340,475.9897378345759 
350,576.7711536479004 
360,920.8083277294647 
370,497.0613934511349 
380,616.0329262046749 
390,552.0749457531222 
400,548.2342983479494 
410,395.8412029299284 
420,874.5309550559289 
430,479.4391548492183 
440,846.8863925111442 
450,444.6987224061087 
460,848.1464165213351 
470,433.8235213649997 
480,717.3208268263678 
490,828.3667213653688 
500,645.1405273145992 
510,932.1412247543267 
520,504.28358195263996 
530,895.9701053100933 
540,560.7186670751448 
550,638.7161545709642 
560,822.6506117944008 
570,543.5803660947023 
580,689.7623360201823 
590,528.3302578809102 
600,1067.9564963066805 
610,734.4907450571177 
620,1476.321500468778 
630,513.6085562947546 
640,830.1379499303989 
650,1539.468687309163 
660,856.161588432597 
670,602.142098886912 
680,866.2624573515479 
690,554.5239308304094 
700,699.2862687815255 
710,521.2776432408411 
720,424.2285422484707 
730,969.924932651528 
740,611.6824574606006 
750,786.1209237278329 
760,635.1534549543741 
770,601.2689577007533 
780,642.8472284527925 
790,822.7231501739137 
800,629.1487790239622 
810,657.9669439728655 
820,662.1919049733199 
830,748.3861859724453 
840,596.3424674307722 
850,856.8950953643423 
860,519.4220817662188 
870,621.3882923417897 
880,838.8245847318807 
890,644.3737887329634 
900,802.94078124221 
910,642.0155928057756 
920,564.7719894549914 
930,697.7689414371996 
940,619.1642659986354 
950,732.320588329958 
960,554.6126526517534 
970,732.4930331716918 
980,864.1462759716647 
990,511.3303408010767 
1000,803.4837818242949 
1010,559.263668330393 
1020,729.1849795025589 
1030,678.939452329282 
1040,681.7461754240474 
1050,966.2559228099722 
1060,427.1557473144166 
1070,851.142780561169 
1080,972.6558594773684 
1090,596.9611596593636 
1100,551.0348958521104 
1110,847.5589711198413 
1120,486.6302406954224 
1130,924.5680441260606 
1140,631.7892342058252 
1150,697.6224109211735 
1160,589.3535421126394 
1170,828.3482246158218 
1180,791.2380145727408 
1190,746.4171632817428 
1200,751.4647598757552 
1210,596.9135476390704 
1220,609.9535338371662 
1230,804.2062876692132 
1240,736.9286801815467 
1250,845.8522886318382 
1260,914.0000276955968 
1270,515.127827722399 
1280,930.2184795702691 
1290,528.517026055395 
1300,720.3010632420127 
1310,537.0685587526314 
1320,894.7034194632874 
1330,626.8508939873329 
1340,856.4991257521064 
1350,758.6614724809255 
1360,801.7910034377774 
1370,688.2215924051046 
1380,805.1865345666581 
1390,827.7453847202194 
1400,795.327484527847 
1410,641.097436237177 
1420,480.66760167746224 
1430,858.3476216800951 
1440,624.9105611559684 
1450,861.9627675915517 
1460,821.5817529328425 
1470,634.0101185335321 
1480,532.0913295250697 
1490,901.2511649569874 
1500,500.6125781711604 
1510,762.6324049399609 
1520,613.5547489674361 
1530,681.2343223604975 
1540,442.6595720293404 
1549,670.1400967749299 
