time,connect,request 
10,3274.656650390626,524.4314250906468 
20,3526.63764453125,804.1990139631927 
30,2853.9140337775734,553.0517665478883 
40,3408.153927579254,697.6589451368947 
50,3355.3734443359385,714.0379996122814 
60,3356.880623991983,693.1783296815141 
70,3262.451255704245,629.9967443231731 
80,3010.0953702154293,650.1089110802933 
90,3595.392862127985,837.6012635117783 
100,3591.5514701149673,614.6577133715441 
110,3454.3431893938523,914.8845522539111 
120,3317.7828888133818,533.7969900291138 
130,3278.582897456865,468.29126078607857 
140,3333.5140514046016,710.8385130106496 
150,2834.164023774245,488.10765516264 
160,2645.549726953654,530.732732185128 
170,3347.9534727445034,822.4682231001417 
180,3447.0170831978085,439.82718559287696 
190,3477.073331656208,660.7150636837873 
200,3168.149301025391,765.8773001473484 
210,3144.389712881827,444.15467777601566 
220,3561.3295298231765,719.8492423208654 
230,3138.632964259894,659.1353975575088 
240,3571.871968261719,582.5482900424973 
250,3483.4570982780356,702.5178921788236 
260,3542.427677964296,564.2301866076195 
270,3412.6041910870463,588.8155187267158 
280,2749.1989523925763,500.4817674757754 
290,3322.698561300444,803.231266319351 
300,3049.217099082585,623.8415767218394 
310,3510.745167480469,522.6856204653731 
320,3506.3110971304072,670.5774896847973 
330,3116.326735211778,770.1058325495919 
340,2989.9192827148436,475.9897378345759 
350,3253.971756528003,576.7711536479004 
360,3488.008513110185,920.8083277294647 
370,2899.3487653808593,497.0613934511349 
380,3495.512387233134,616.0329262046749 
390,2919.2013376464843,552.0749457531222 
400,3502.19582364352,548.2342983479494 
410,3645.722660537128,395.8412029299284 
420,3495.249093261718,874.5309550559289 
430,2911.3837314453126,479.4391548492183 
440,3359.7509017333978,846.8863925111442 
450,3439.9503461788845,444.6987224061087 
460,3691.855721747125,848.1464165213351 
470,3300.6294344565017,433.8235213649997 
480,3494.995503909237,717.3208268263678 
490,3632.8981818033867,828.3667213653688 
500,3928.9231587690933,645.1405273145992 
510,3502.335985316246,932.1412247543267 
520,3363.746503733625,504.28358195263996 
530,3480.7078656590884,895.9701053100933 
540,3322.6536254882813,560.7186670751448 
550,3673.4516246337907,638.7161545709642 
560,3171.305390649912,822.6506117944008 
570,3784.0710521719066,543.5803660947023 
580,3040.7532730137154,689.7623360201823 
590,3767.8929635932345,528.3302578809102 
600,3746.19190921714,1067.9564963066805 
610,3248.970407057875,734.4907450571177 
620,3861.7323840429804,1476.321500468778 
630,3213.4190762892276,513.6085562947546 
640,3944.8481755996854,830.1379499303989 
650,3609.6572807167895,1539.468687309163 
660,4062.262692525996,856.161588432597 
670,3580.787035186051,602.142098886912 
680,3065.3287895507815,866.2624573515479 
690,3032.3949184570333,554.5239308304094 
700,3630.6123995361336,699.2862687815255 
710,3299.4845026855455,521.2776432408411 
720,3120.0767148437517,424.2285422484707 
730,3695.873858184581,969.924932651528 
740,3012.8080375976556,611.6824574606006 
750,4020.709115771724,786.1209237278329 
760,3506.1333671802736,635.1534549543741 
770,3434.290257605158,601.2689577007533 
780,3868.309036646988,642.8472284527925 
790,3428.289741947966,822.7231501739137 
800,3682.5490341796867,629.1487790239622 
810,3654.52733084616,657.9669439728655 
820,3940.571430398444,662.1919049733199 
830,3380.068280867948,748.3861859724453 
840,3262.083882080078,596.3424674307722 
850,3714.8772737548684,856.8950953643423 
860,3599.845138438429,519.4220817662188 
870,3581.750589713017,621.3882923417897 
880,3477.8983319969616,838.8245847318807 
890,3638.3615514806797,644.3737887329634 
900,3589.7763920012485,802.94078124221 
910,3316.2522911513647,642.0155928057756 
920,3181.9241392473073,564.7719894549914 
930,3503.019107288436,697.7689414371996 
940,3647.0767992005353,619.1642659986354 
950,3649.9375477095364,732.320588329958 
960,3174.909014821796,554.6126526517534 
970,3166.555113900628,732.4930331716918 
980,3363.2146181998996,864.1462759716647 
990,3738.6031297348486,511.3303408010767 
1000,3339.0928065176245,803.4837818242949 
1010,3026.863884250614,559.263668330393 
1020,3662.0601969524437,729.1849795025589 
1030,3566.319233469721,678.939452329282 
1040,3958.0120012947636,681.7461754240474 
1050,3625.4558476696307,966.2559228099722 
1060,3670.0316870956813,427.1557473144166 
1070,3419.211566040038,851.142780561169 
1080,4061.8697050496858,972.6558594773684 
1090,3419.1784202475264,596.9611596593636 
1100,3859.1553724921705,551.0348958521104 
1110,3248.540274536132,847.5589711198413 
1120,3064.401520019533,486.6302406954224 
1130,3366.032556030271,924.5680441260606 
