time,session 
10,11317.7490234375 
20,12435.33203125 
30,16994.151123046875 
40,16994.151123046875 
50,16994.151123046875 
60,17355.594970703125 
70,17355.594970703125 
80,17355.594970703125 
90,17355.594970703125 
100,17355.594970703125 
110,17355.594970703125 
120,17355.594970703125 
130,17355.594970703125 
140,17355.594970703125 
150,17355.594970703125 
160,17355.594970703125 
170,17355.594970703125 
180,17355.594970703125 
190,17852.656005859375 
200,17852.656005859375 
210,17852.656005859375 
220,17987.984130859375 
230,17987.984130859375 
240,17987.984130859375 
250,17987.984130859375 
260,17987.984130859375 
270,17987.984130859375 
280,17987.984130859375 
290,17987.984130859375 
300,17987.984130859375 
310,17987.984130859375 
320,17987.984130859375 
330,17987.984130859375 
340,17987.984130859375 
350,17987.984130859375 
360,17987.984130859375 
370,17987.984130859375 
380,17987.984130859375 
390,17987.984130859375 
400,17987.984130859375 
410,17987.984130859375 
420,17987.984130859375 
430,17987.984130859375 
440,17987.984130859375 
450,17987.984130859375 
460,17987.984130859375 
470,17987.984130859375 
480,17987.984130859375 
490,17987.984130859375 
500,17987.984130859375 
510,17987.984130859375 
520,17987.984130859375 
530,17987.984130859375 
540,17987.984130859375 
550,17987.984130859375 
560,17987.984130859375 
570,17987.984130859375 
580,17987.984130859375 
590,17987.984130859375 
600,17987.984130859375 
610,17987.984130859375 
620,17987.984130859375 
630,17987.984130859375 
640,17987.984130859375 
650,18747.0380859375 
660,20715.73388671875 
670,20715.73388671875 
680,20715.73388671875 
690,20715.73388671875 
700,20715.73388671875 
710,20715.73388671875 
720,20715.73388671875 
730,20715.73388671875 
740,20715.73388671875 
750,20715.73388671875 
760,20715.73388671875 
770,20715.73388671875 
780,20715.73388671875 
790,20715.73388671875 
800,20715.73388671875 
810,20715.73388671875 
820,20715.73388671875 
830,20715.73388671875 
840,20715.73388671875 
850,20715.73388671875 
860,20715.73388671875 
870,20715.73388671875 
880,20715.73388671875 
890,20715.73388671875 
900,20715.73388671875 
910,20715.73388671875 
920,20715.73388671875 
930,20715.73388671875 
940,20715.73388671875 
950,20715.73388671875 
960,20715.73388671875 
970,20715.73388671875 
980,20715.73388671875 
990,20715.73388671875 
1000,20715.73388671875 
1010,20715.73388671875 
1020,20715.73388671875 
1030,20715.73388671875 
1040,20715.73388671875 
1050,20715.73388671875 
1060,20715.73388671875 
1070,20715.73388671875 
1080,20715.73388671875 
1090,20715.73388671875 
1100,20715.73388671875 
1110,20715.73388671875 
1120,20715.73388671875 
1130,20715.73388671875 
1140,20715.73388671875 
1150,20715.73388671875 
1160,20715.73388671875 
1170,20715.73388671875 
1180,20715.73388671875 
1190,20715.73388671875 
1200,20715.73388671875 
1210,20715.73388671875 
1220,20715.73388671875 
1230,20715.73388671875 
1240,20715.73388671875 
1250,20715.73388671875 
1260,20715.73388671875 
1270,20715.73388671875 
1280,20715.73388671875 
1290,20715.73388671875 
1300,20715.73388671875 
1310,20715.73388671875 
1320,20715.73388671875 
1330,20715.73388671875 
1340,20715.73388671875 
1350,20715.73388671875 
1360,20715.73388671875 
1370,22720.4560546875 
1380,22720.4560546875 
1390,22720.4560546875 
1400,22720.4560546875 
1410,22720.4560546875 
1420,22720.4560546875 
1430,22720.4560546875 
1440,22720.4560546875 
1450,22720.4560546875 
1460,22720.4560546875 
1470,22720.4560546875 
1480,22720.4560546875 
1490,22720.4560546875 
1500,22720.4560546875 
1510,22720.4560546875 
1520,22720.4560546875 
1530,22720.4560546875 
1540,22720.4560546875 
1549,22720.4560546875 
