time,page 
10,964.4 
20,1129.7 
30,1355.5 
40,1356.9 
50,1263.9 
60,992.3 
70,1476.5 
80,1441.1 
90,1082.1 
100,1592 
110,1187 
120,1246.5 
130,1650.8 
140,1355.2 
150,1657.9 
160,1248.2 
170,1100 
180,1498.8 
190,1331.3 
200,1169.9 
210,1266.4 
220,1389.8 
230,1358.1 
240,1194.2 
250,1647.9 
260,1271.4 
270,1872.2 
280,1202.2 
290,1052.3 
300,1745.5 
310,1192 
320,1679.2 
330,1128.9 
340,1578.5 
350,1322.4 
360,1121.4 
370,1437.2 
380,1594.6 
390,1234.5 
400,1747 
410,1865.3 
420,1100 
430,1696.6 
440,1303.4 
450,1489.8 
460,1510.1 
470,1485.6 
480,1414.5 
490,1110.1 
500,1675 
510,1389.2 
520,1570.3 
530,1355.4 
540,1406.7 
550,1522.8 
560,1111.7 
570,1676.1 
580,1282.7 
590,1601.7 
600,1300.7 
610,1269.7 
620,1009.1 
630,1855.6 
640,1458.7 
650,759.4 
660,1641.5 
670,1981.6 
680,1122 
690,1576.3 
700,1423.7 
710,1449.4 
720,1148.1 
730,1509.9 
740,992.6 
750,1908.5 
760,1044.8 
770,1946.7 
780,1849.5 
790,1150.9 
800,1073.5 
810,1926.1 
820,1653 
830,1347 
840,1006.3 
850,1804.5 
860,1173.2 
870,1530.2 
880,1438.9 
890,1345.4 
900,752.1 
910,1851.1 
920,1528.9 
930,1564.9 
940,1184 
950,1820.5 
960,936.6 
970,1938.9 
980,1204.4 
990,1574 
1000,1353.9 
1010,1060.7 
1020,1930.5 
1030,1012.5 
1040,1827.9 
1050,1162.3 
1060,1898.3 
1070,1087.1 
1080,1335.6 
1090,1758.2 
1100,1820.1 
1110,1116.9 
1120,1816.1 
1130,1167 
1140,1167.2 
1150,1832.8 
1160,1010.2 
1170,1030.1 
1180,1959.7 
1190,1184.5 
1200,1833.8 
1210,1368.6 
1220,1681.3 
1230,1783.1 
1240,1101 
1250,1793.2 
1260,1292.3 
1270,1467.5 
1280,1522.1 
1290,1707 
1300,1476.4 
1310,1573.5 
1320,1241.5 
1330,1112.8 
1340,1846.9 
1350,1160.8 
1360,1786.9 
1370,1581.5 
1380,1149.5 
1390,1380.8 
1400,1929.5 
1410,1253.7 
1420,1671.8 
1430,1146.2 
1440,1635.7 
1450,1673 
1460,1548 
1470,1237 
1480,1679.6 
1490,1226.7 
1500,1629.1 
1510,1309 
1520,1313.1 
1530,1702.6 
1540,1774.7 
1549,1510.3 
