time,page 
10,17.39794921875 
20,11.363037109375 
30,7.177001953125 
40,1.2138671875 
50,1.2138671875 
60,1.2138671875 
70,1.2138671875 
80,1.2138671875 
90,0.89013671875 
100,0.89013671875 
110,0.89013671875 
120,0.89013671875 
130,0.89013671875 
140,0.89013671875 
150,0.89013671875 
160,0.89013671875 
170,0.89013671875 
180,0.89013671875 
190,0.8720703125 
200,0.8720703125 
210,0.8720703125 
220,0.8720703125 
230,0.8720703125 
240,0.8720703125 
250,0.8720703125 
260,0.8720703125 
270,0.8720703125 
280,0.8720703125 
290,0.8720703125 
300,0.69091796875 
310,0.69091796875 
320,0.69091796875 
330,0.69091796875 
340,0.69091796875 
350,0.69091796875 
360,0.69091796875 
370,0.69091796875 
380,0.69091796875 
390,0.69091796875 
400,0.69091796875 
410,0.69091796875 
420,0.69091796875 
430,0.69091796875 
440,0.69091796875 
450,0.69091796875 
460,0.69091796875 
470,0.69091796875 
480,0.69091796875 
490,0.69091796875 
500,0.69091796875 
510,0.69091796875 
520,0.69091796875 
530,0.69091796875 
540,0.69091796875 
550,0.69091796875 
560,0.69091796875 
570,0.69091796875 
580,0.69091796875 
590,0.69091796875 
600,0.69091796875 
610,0.55810546875 
620,0.55810546875 
630,0.55810546875 
640,0.55810546875 
650,0.55810546875 
660,0.55810546875 
670,0.55810546875 
680,0.55810546875 
690,0.55810546875 
700,0.55810546875 
710,0.55810546875 
720,0.55810546875 
730,0.55810546875 
740,0.55810546875 
750,0.55810546875 
760,0.55810546875 
770,0.55810546875 
780,0.55810546875 
790,0.55810546875 
800,0.55810546875 
810,0.55810546875 
820,0.55810546875 
830,0.55810546875 
840,0.55810546875 
850,0.55810546875 
860,0.55810546875 
870,0.55810546875 
880,0.55810546875 
890,0.55810546875 
900,0.55810546875 
910,0.55810546875 
920,0.55810546875 
930,0.531982421875 
940,0.531982421875 
950,0.531982421875 
960,0.531982421875 
970,0.531982421875 
980,0.531982421875 
990,0.531982421875 
1000,0.531982421875 
1010,0.531982421875 
1020,0.531982421875 
1030,0.531982421875 
1040,0.531982421875 
1050,0.531982421875 
1060,0.531982421875 
1070,0.531982421875 
1080,0.531982421875 
1090,0.531982421875 
1100,0.531982421875 
1110,0.531982421875 
1120,0.531982421875 
1130,0.531982421875 
1140,0.531982421875 
1150,0.531982421875 
1160,0.531982421875 
1170,0.531982421875 
1180,0.531982421875 
1190,0.531982421875 
1200,0.531982421875 
1210,0.531982421875 
1220,0.531982421875 
1230,0.531982421875 
1240,0.531982421875 
1250,0.531982421875 
1260,0.531982421875 
1270,0.531982421875 
1280,0.531982421875 
1290,0.531982421875 
1300,0.531982421875 
1310,0.531982421875 
1320,0.531982421875 
1330,0.531982421875 
1340,0.531982421875 
1350,0.531982421875 
1360,0.531982421875 
1370,0.531982421875 
1380,0.531982421875 
1390,0.531982421875 
1400,0.531982421875 
1410,0.531982421875 
1420,0.531982421875 
1430,0.531982421875 
1440,0.531982421875 
1450,0.531982421875 
1460,0.531982421875 
1470,0.531982421875 
1480,0.531982421875 
1490,0.531982421875 
1500,0.531982421875 
1510,0.531982421875 
1520,0.531982421875 
1530,0.531982421875 
1540,0.531982421875 
1549,0.531982421875 
