time,page 
10,5012.383056640625 
20,5367.512939453125 
30,5367.512939453125 
40,6720.408935546875 
50,6720.408935546875 
60,6720.408935546875 
70,6720.408935546875 
80,6720.408935546875 
90,6720.408935546875 
100,6720.408935546875 
110,6720.408935546875 
120,6720.408935546875 
130,6720.408935546875 
140,6720.408935546875 
150,6720.408935546875 
160,6720.408935546875 
170,6720.408935546875 
180,6720.408935546875 
190,6720.408935546875 
200,6720.408935546875 
210,6720.408935546875 
220,7182.78515625 
230,7182.78515625 
240,7182.78515625 
250,7182.78515625 
260,7182.78515625 
270,7182.78515625 
280,7182.78515625 
290,7182.78515625 
300,7182.78515625 
310,7182.78515625 
320,7182.78515625 
330,7182.78515625 
340,7182.78515625 
350,7182.78515625 
360,7182.78515625 
370,7182.78515625 
380,7182.78515625 
390,7182.78515625 
400,7182.78515625 
410,7182.78515625 
420,7182.78515625 
430,7182.78515625 
440,7182.78515625 
450,7182.78515625 
460,7182.78515625 
470,7182.78515625 
480,7182.78515625 
490,7182.78515625 
500,7182.78515625 
510,7182.78515625 
520,7182.78515625 
530,7182.78515625 
540,7182.78515625 
550,7182.78515625 
560,7182.78515625 
570,7182.78515625 
580,7182.78515625 
590,7182.78515625 
600,7182.78515625 
610,7182.78515625 
620,7182.78515625 
630,7182.78515625 
640,7182.78515625 
650,7182.78515625 
660,7320.421875 
670,7320.421875 
680,7320.421875 
690,7320.421875 
700,7320.421875 
710,7320.421875 
720,7320.421875 
730,7320.421875 
740,7320.421875 
750,7320.421875 
760,7320.421875 
770,7320.421875 
780,7320.421875 
790,7320.421875 
800,7320.421875 
810,7320.421875 
820,7320.421875 
830,7320.421875 
840,7320.421875 
850,7320.421875 
860,7320.421875 
870,7320.421875 
880,7320.421875 
890,7320.421875 
900,7320.421875 
910,7320.421875 
920,7320.421875 
930,7320.421875 
940,7320.421875 
950,7320.421875 
960,7320.421875 
970,7320.421875 
980,7320.421875 
990,7320.421875 
1000,7320.421875 
1010,7320.421875 
1020,7320.421875 
1030,7320.421875 
1040,7320.421875 
1050,7320.421875 
1060,7320.421875 
1070,7320.421875 
1080,7320.421875 
1090,7320.421875 
1100,7320.421875 
1110,7320.421875 
1120,7320.421875 
1130,7320.421875 
1140,7320.421875 
1150,7320.421875 
1160,7320.421875 
1170,7320.421875 
1180,7320.421875 
1190,7320.421875 
1200,7320.421875 
1210,7320.421875 
1220,7320.421875 
1230,7320.421875 
1240,7320.421875 
1250,7320.421875 
1260,8399.144775390625 
1270,8399.144775390625 
1280,8399.144775390625 
1290,8399.144775390625 
1300,8399.144775390625 
1310,8399.144775390625 
1320,8399.144775390625 
1330,8399.144775390625 
1340,8399.144775390625 
1350,8399.144775390625 
1360,8399.144775390625 
1370,8399.144775390625 
1380,8399.144775390625 
1390,8399.144775390625 
1400,8399.144775390625 
1410,8399.144775390625 
1420,8399.144775390625 
1430,8399.144775390625 
1440,8399.144775390625 
1450,8399.144775390625 
1460,8399.144775390625 
1470,8399.144775390625 
1480,8399.144775390625 
1490,8399.144775390625 
1500,8399.144775390625 
1510,8399.144775390625 
1520,8399.144775390625 
1530,8399.144775390625 
1540,8399.144775390625 
1549,8399.144775390625 
