time,connect,request 
10,100,964.4 
20,200,1129.7 
30,166.6,1355.5 
40,221.6,1356.9 
50,200,1263.9 
60,136.6,992.3 
70,202.7,1476.5 
80,234.6,1441.1 
90,186.8,1082.1 
100,176,1592 
110,276.8,1187 
120,125.6,1246.5 
130,143.8,1650.8 
140,232.8,1355.2 
150,116,1657.9 
160,147.3,1248.2 
170,152.7,1100 
180,124.9,1498.8 
190,147.9,1331.3 
200,200,1169.9 
210,111,1266.4 
220,114.3,1389.8 
230,206.4,1358.1 
240,100,1194.2 
250,264.8,1647.9 
260,159.7,1271.4 
270,257.6,1872.2 
280,100,1202.2 
290,165.1,1052.3 
300,244.7,1745.5 
310,150,1192 
320,130,1679.2 
330,203.3,1128.9 
340,100,1578.5 
350,170.3,1322.4 
360,129.7,1121.4 
370,100,1437.2 
380,203.9,1594.6 
390,100,1234.5 
400,206.1,1747 
410,108.2,1865.3 
420,200,1100 
430,100,1696.6 
440,200,1303.4 
450,117,1489.8 
460,228.8,1510.1 
470,106.4,1485.6 
480,196.4,1414.5 
490,150,1110.1 
500,165.3,1675 
510,246.1,1389.2 
520,118.8,1570.3 
530,209.7,1355.4 
540,100,1406.7 
550,200,1522.8 
560,196,1111.7 
570,144.8,1676.1 
580,220.3,1282.7 
590,151.5,1601.7 
600,247.7,1300.7 
610,255.3,1269.7 
620,324.6,1009.1 
630,186.4,1855.6 
640,221.6,1458.7 
650,328.2,759.4 
660,227.8,1641.5 
670,157.3,1981.6 
680,200,1122 
690,100,1576.3 
700,200,1423.7 
710,100,1449.4 
720,100,1148.1 
730,261.2,1509.9 
740,100,992.6 
750,265.7,1908.5 
760,108.1,1044.8 
770,228.9,1946.7 
780,182.9,1849.5 
790,212,1150.9 
800,100,1073.5 
810,236.5,1926.1 
820,148.9,1653 
830,209.6,1347 
840,100,1006.3 
850,359.4,1804.5 
860,109.6,1173.2 
870,173.3,1530.2 
880,296.2,1438.9 
890,148,1345.4 
900,146.6,752.1 
910,259,1851.1 
920,128.3,1528.9 
930,213.7,1564.9 
940,120.1,1184 
950,288.1,1820.5 
960,112.1,936.6 
970,339.3,1938.9 
980,218,1204.4 
990,165,1574 
1000,209.6,1353.9 
1010,109.6,1060.7 
1020,263.8,1930.5 
1030,109.6,1012.5 
1040,231.4,1827.9 
1050,219,1162.3 
1060,151.2,1898.3 
1070,200,1087.1 
1080,212.9,1335.6 
1090,250.7,1758.2 
1100,125.7,1820.1 
1110,200,1116.9 
1120,100,1816.1 
1130,200,1167 
1140,100,1167.2 
1150,236.6,1832.8 
1160,100,1010.2 
1170,159.3,1030.1 
1180,278.2,1959.7 
1190,139.3,1184.5 
1200,276.8,1833.8 
1210,138.4,1368.6 
1220,200,1681.3 
1230,261.2,1783.1 
1240,160.4,1101 
1250,242.4,1793.2 
1260,251.8,1292.3 
1270,100,1467.5 
1280,252.7,1522.1 
1290,114.2,1707 
1300,200,1476.4 
1310,100,1573.5 
1320,200,1241.5 
1330,100,1112.8 
1340,268.4,1846.9 
1350,193.4,1160.8 
1360,349,1786.9 
1370,206.5,1581.5 
1380,194.8,1149.5 
1390,214.1,1380.8 
1400,307.5,1929.5 
1410,141.5,1253.7 
1420,100.4,1671.8 
1430,200,1146.2 
1440,190.9,1635.7 
1450,228.3,1673 
1460,225.6,1548 
1470,179.8,1237 
1480,200.2,1679.6 
1490,167.8,1226.7 
1500,100,1629.1 
1510,235.4,1309 
1520,100,1313.1 
1530,200,1702.6 
1540,128.5,1774.7 
1549,177.2,1510.3 
