time,session 
10,584.9137817208184 
20,862.8595014199477 
30,781.3971555662512 
40,1243.386122136594 
50,495.8318627316137 
60,739.1988631279347 
70,838.3166601755806 
80,587.7084927164808 
90,2973.3212945011005 
100,881.5125302574359 
110,3299.6844956243012 
120,2111.2850123999438 
130,2509.8344186847457 
140,860.0106802280898 
150,762.4321224560589 
160,699.1995552354709 
170,2376.986746454531 
180,2309.1613104756925 
190,2443.0247374136475 
200,652.1128632517846 
210,913.7252700062725 
220,852.1686253675454 
230,1971.029814509151 
240,534.8802310142324 
250,649.609082746945 
260,656.2881795743862 
270,2691.724019808281 
280,1196.874292716554 
290,1108.998389027326 
300,479.57854203440814 
310,2086.97563919392 
320,1007.8998199262729 
330,2954.800139232939 
340,3289.6024944194914 
350,4765.801416476707 
360,990.2745978772222 
370,892.8634858834712 
380,1749.1162722811232 
390,592.4239835052472 
400,2712.1281318505803 
410,3014.7780567676673 
420,759.1216588488899 
430,737.1698799064114 
440,662.8625389801616 
450,2838.8923870468925 
460,764.526041753963 
470,3027.0809612443263 
480,508.74924732079853 
490,2665.594725345422 
500,687.185607222058 
510,776.8539325275121 
520,3135.9089496198444 
530,1023.0198354114134 
540,1611.3583509124219 
550,2585.8903174161774 
560,1719.7152578559146 
570,1941.4171933836142 
580,896.1541036072099 
590,2438.4544064615707 
600,628.4611833251269 
610,2191.7321128958915 
620,493.5113125831269 
630,1535.431008257601 
640,753.8419802952415 
650,2403.2442020336916 
660,2029.0074384295342 
670,734.7464979565681 
680,751.7945953690289 
690,3214.696706036968 
700,3775.669954506108 
710,2235.7331502843344 
720,2133.110456849219 
730,1487.8188234139493 
740,872.1206386400412 
750,681.9861955809902 
760,826.6036487752086 
770,1212.9118314480106 
780,1574.0610181642276 
790,2598.0788435607847 
800,991.8274211662412 
810,774.8742827491672 
820,2361.59821435413 
830,2531.0385692436394 
840,810.215345525464 
850,838.3371267362256 
860,2099.832103188825 
870,1518.5147707484102 
880,883.6951605383389 
890,679.0753627527537 
900,637.008936535272 
910,3574.0878783636986 
920,3187.6212685163846 
930,2876.193487485356 
940,2194.147542375513 
950,1106.3611452094701 
960,507.6449163416092 
970,786.3334923403507 
980,679.4017443032367 
990,754.7638118099957 
1000,2137.1278263117897 
1010,2398.7028581012114 
1020,1342.9497400443247 
1030,725.7143382269038 
1040,1867.703187033861 
1050,937.2307989347452 
1060,994.1890291066517 
1070,802.2538644056048 
1080,874.4377946259276 
1090,2700.4438971744753 
1100,1779.44552274553 
1110,1194.5776578052744 
1120,1538.382490965113 
1130,758.6114454035271 
1140,581.5729831449854 
1150,3288.030594232392 
1160,1257.7590259290716 
1170,1099.471322972903 
1180,3086.476165539262 
