time,200 
10,11000 
20,21076 
30,38426 
40,50987 
50,67249 
60,80987 
70,98925 
80,111165 
90,128653 
100,140987 
110,155459 
120,169160 
130,185619 
140,199856 
150,210843 
160,225078 
170,238196 
180,255087 
190,270509 
200,285239 
210,299523 
220,313498 
230,330453 
240,343507 
250,360467 
260,372659 
270,388544 
280,400467 
290,411378 
300,430467 
310,445686 
320,460425 
330,472468 
340,488441 
350,503201 
360,517663 
370,532801 
380,550387 
390,560884 
400,580559 
410,597606 
420,610885 
430,627862 
440,640524 
450,659901 
460,670783 
470,689281 
480,702407 
490,720270 
500,731122 
510,748397 
520,761937 
530,778117 
540,794564 
550,807777 
560,819959 
570,832769 
580,846598 
590,862746 
600,876980 
610,892560 
620,907814 
630,922619 
640,937755 
650,951885 
660,969132 
670,982494 
680,995592 
690,1010663 
700,1024007 
710,1039266 
720,1054021 
730,1071304 
740,1083169 
750,1101304 
760,1113517 
770,1131260 
780,1145435 
790,1162218 
800,1177358 
810,1191518 
820,1206304 
830,1222116 
840,1237355 
850,1252466 
860,1268231 
870,1285148 
880,1300246 
890,1313992 
900,1332053 
910,1348442 
920,1359785 
930,1375985 
940,1389937 
950,1407880 
960,1421915 
970,1437668 
980,1451915 
990,1467098 
1000,1479912 
1010,1497504 
1020,1511574 
1030,1528396 
1040,1542015 
1050,1559104 
1060,1572949 
1070,1590541 
1080,1602191 
1090,1619529 
1100,1635551 
1110,1649804 
1120,1664442 
1130,1681331 
1140,1696239 
1150,1711241 
1160,1728799 
1170,1740777 
1180,1753184 
