time,page 
10,1040.6492629616487 
20,622.8694155133871 
30,480.5255453360545 
40,864.9663095256573 
50,456.08523492655763 
60,860.998045793009 
70,413.22156227189265 
80,944.5216369102274 
90,567.8193383405396 
100,919.5435456979776 
110,440.0662976925103 
120,1351.6408158732502 
130,719.6014420276987 
140,605.0910224222853 
150,811.963073427196 
160,404.3852091428478 
170,1096.0597130618955 
180,859.5768773234246 
190,950.7838820839256 
200,499.81668433495713 
210,567.7884622155664 
220,765.7871955072948 
230,810.4554921567839 
240,576.9712724015932 
250,672.5076427132709 
260,589.7788285091511 
270,563.6104562904574 
280,879.9921811428065 
290,523.6321454833684 
300,646.048024351899 
310,558.4519760464773 
320,847.5121179983496 
330,551.8186130436691 
340,1401.1170235451818 
350,720.2536476362692 
360,526.5908402171948 
370,752.5643518821937 
380,747.6355337669837 
390,641.0195055117921 
400,860.0693383859932 
410,699.5134567238532 
420,854.645465332218 
430,505.1509292683899 
440,881.7036730258628 
450,505.86999248965367 
460,931.2112455522383 
470,553.5458548790846 
480,814.9994314660661 
490,842.7959743009467 
500,652.7254997313902 
510,438.88698646824344 
520,1092.7221800579289 
530,465.25520397593704 
540,696.8588404644869 
550,1228.7267367825277 
560,561.9191785669838 
570,995.5078057532559 
580,509.7982231612512 
590,815.4638080805602 
600,474.46656706265657 
610,806.2589636508166 
620,435.74717478512963 
630,853.0149047141991 
640,453.01428222656256 
650,934.2977762632474 
660,533.4370111379311 
670,773.4371518691594 
680,649.3047281341867 
690,982.8387448263522 
700,961.6748214522894 
710,608.0961326967764 
720,831.8738629525345 
730,518.2871091914963 
740,879.1632528808484 
750,473.36196250979356 
760,875.203930012377 
770,480.4830608361476 
780,934.2991387801296 
790,753.6921991417904 
800,452.1991163044673 
810,850.7397565328409 
820,681.2901564974421 
830,860.7208280116092 
840,567.9101020161669 
850,771.4616792207627 
860,597.9077727674303 
870,734.2630714596463 
880,493.9116969529569 
890,782.3207190000671 
900,602.2445542568362 
910,444.652241022942 
920,1497.0753245483663 
930,714.4208522627131 
940,984.1492846703876 
950,448.48231970923206 
960,836.8077640400473 
970,529.5558406583816 
980,868.9369562867621 
990,459.8006309737417 
1000,653.299292982049 
1010,847.7358067757111 
1020,863.6985719673679 
1030,529.5985924441642 
1040,921.8065807376826 
1050,482.967085098365 
1060,774.3879958704354 
1070,544.6871980333109 
1080,848.6834207959981 
1090,848.6068250930078 
1100,670.3078124357485 
1110,714.1112431894879 
1120,650.5727193462351 
1130,786.111104003908 
1140,459.751770686605 
1150,1005.0754113322984 
1160,488.5912996167281 
1170,732.0178328575352 
1180,575.5693865877778 
