time,page 
10,5175.114013671875 
20,5175.114013671875 
30,5545.89697265625 
40,5545.89697265625 
50,5545.89697265625 
60,5545.89697265625 
70,5545.89697265625 
80,5545.89697265625 
90,5545.89697265625 
100,5545.89697265625 
110,5545.89697265625 
120,6582.666015625 
130,6582.666015625 
140,6582.666015625 
150,6582.666015625 
160,6582.666015625 
170,6582.666015625 
180,6582.666015625 
190,6582.666015625 
200,6582.666015625 
210,6582.666015625 
220,6582.666015625 
230,6582.666015625 
240,6582.666015625 
250,6582.666015625 
260,6582.666015625 
270,6582.666015625 
280,6582.666015625 
290,6582.666015625 
300,6582.666015625 
310,6582.666015625 
320,7597.051025390625 
330,7597.051025390625 
340,9247.5869140625 
350,12775.593994140625 
360,12775.593994140625 
370,12775.593994140625 
380,12775.593994140625 
390,12775.593994140625 
400,12775.593994140625 
410,12775.593994140625 
420,12775.593994140625 
430,12775.593994140625 
440,12775.593994140625 
450,12775.593994140625 
460,12775.593994140625 
470,12775.593994140625 
480,12775.593994140625 
490,12775.593994140625 
500,12775.593994140625 
510,12775.593994140625 
520,12775.593994140625 
530,12775.593994140625 
540,12775.593994140625 
550,12775.593994140625 
560,12775.593994140625 
570,12775.593994140625 
580,12775.593994140625 
590,12775.593994140625 
600,12775.593994140625 
610,12775.593994140625 
620,12775.593994140625 
630,12775.593994140625 
640,12775.593994140625 
650,12775.593994140625 
660,12775.593994140625 
670,12775.593994140625 
680,12775.593994140625 
690,12775.593994140625 
700,12775.593994140625 
710,12775.593994140625 
720,12775.593994140625 
730,12775.593994140625 
740,12775.593994140625 
750,12775.593994140625 
760,12775.593994140625 
770,12775.593994140625 
780,12775.593994140625 
790,12775.593994140625 
800,12775.593994140625 
810,12775.593994140625 
820,12775.593994140625 
830,12775.593994140625 
840,12775.593994140625 
850,12775.593994140625 
860,12775.593994140625 
870,12775.593994140625 
880,12775.593994140625 
890,12775.593994140625 
900,12775.593994140625 
910,12775.593994140625 
920,12775.593994140625 
930,12775.593994140625 
940,12775.593994140625 
950,12775.593994140625 
960,12775.593994140625 
970,12775.593994140625 
980,12775.593994140625 
990,12775.593994140625 
1000,12775.593994140625 
1010,12775.593994140625 
1020,12775.593994140625 
1030,12775.593994140625 
1040,12775.593994140625 
1050,12775.593994140625 
1060,12775.593994140625 
1070,12775.593994140625 
1080,12775.593994140625 
1090,12775.593994140625 
1100,12775.593994140625 
1110,12775.593994140625 
1120,12775.593994140625 
1130,12775.593994140625 
1140,12775.593994140625 
1150,12775.593994140625 
1160,12775.593994140625 
1170,12775.593994140625 
1180,12775.593994140625 
