time,session 
10,8751.498515380863 
20,10531.323920654302 
30,9891.470246772533 
40,11113.04921654428 
50,9448.510002685543 
60,10024.589575805641 
70,9687.29840379771 
80,10270.791886058385 
90,11530.867723935507 
100,9418.872273020857 
110,12989.852360967983 
120,13159.566586987889 
130,13725.292491297574 
140,10128.030496826193 
150,9221.488389648423 
160,9165.818206054684 
170,14016.398930784992 
180,13381.378697685192 
190,12249.899381146157 
200,10395.279964355468 
210,10008.260025146474 
220,9918.504194335937 
230,10544.976018948533 
240,9483.0024399414 
250,9792.044869750958 
260,10012.403800274888 
270,11098.355616117775 
280,10378.80289263537 
290,9864.394872887306 
300,10143.692444428933 
310,11906.510694824221 
320,10362.813011840817 
330,13692.027504488551 
340,13995.903940285938 
350,14250.239175117425 
360,9595.678830360812 
370,10600.85567194937 
380,9752.72113243049 
390,10261.728432366775 
400,11225.929021721919 
410,11930.278800661868 
420,9536.848534248982 
430,9491.0173911133 
440,9088.163376220687 
450,10359.36408532713 
460,9981.173900390602 
470,10573.702864990224 
480,10341.365726983717 
490,10621.58158637386 
500,11052.111085937504 
510,10221.436738066624 
520,12696.121947676384 
530,9799.734000695278 
540,10413.141565131717 
550,12286.791845679796 
560,10696.245990371377 
570,9813.907808471682 
580,9658.322834716797 
590,10352.248338867206 
600,9881.012779785164 
610,10990.711267456058 
620,10322.364317358986 
630,10292.010876502714 
640,9807.161562988269 
650,11425.817061385142 
660,10032.515922350758 
670,9203.73260599504 
680,9721.622702880884 
690,13248.537674073365 
700,14213.887581855106 
710,10839.02404625971 
720,10899.794785961654 
730,9714.371154288461 
740,9284.291039550788 
750,9884.452085083012 
760,9836.46314770508 
770,10152.561909494225 
780,9526.973604282672 
790,10343.293248168948 
800,10079.20040283203 
810,10576.762549149365 
820,12754.294171637463 
830,11452.885133789048 
840,9872.104754016655 
850,10409.615281131306 
860,13081.725942723042 
870,11425.794125835459 
880,9343.791569317505 
890,9045.927245240851 
900,8804.245114868168 
910,11920.780368310796 
920,13508.053632587407 
930,12385.99955231649 
940,10653.859276003477 
950,10052.864278603553 
960,9808.615072509761 
970,8685.777342041007 
980,9876.706053710916 
990,9725.165362548829 
1000,10986.654143994618 
1010,11399.85674018527 
1020,10452.975356254732 
1030,9705.84754666798 
1040,10376.176938336313 
1050,9728.095177709532 
1060,8772.216387447901 
1070,9247.555507324232 
1080,9745.296398437496 
1090,11902.081306928347 
1100,10387.766909804324 
1110,10509.159104852752 
1120,11337.414659020926 
1130,10025.546667846702 
1140,10450.5984501953 
1150,11728.528839095961 
1160,9423.447467359068 
1170,9985.14215965793 
1180,11925.430685025498 
