time,connect,request 
10,200,1100 
20,100,1007.6 
30,100.3,1734.9 
40,220.4,1257.5 
50,100,1623.6 
60,200,1376.4 
70,100,1793.8 
80,221.4,1216.9 
90,149.1,1737.3 
100,235.7,1252 
110,113.7,1449 
120,363.6,1383.7 
130,212,1650 
140,141.8,1417.3 
150,167.8,1106.9 
160,100,1423.5 
170,299.2,1321.7 
180,349.8,1698.9 
190,289.6,1547.6 
200,132,1473 
210,132.1,1428.4 
220,177.5,1395.7 
230,255.3,1703.9 
240,116,1268.7 
250,200,1732.7 
260,100,1207.5 
270,142.3,1594.3 
280,190.4,1198.2 
290,100,1086.6 
300,200,1913.4 
310,117.4,1526.1 
320,207.6,1473.9 
330,100,1183.8 
340,378.1,1621.6 
350,218,1476 
360,108.1,1446.1 
370,191.9,1513.9 
380,212.5,1758.6 
390,100,1049.1 
400,259.3,1964.3 
410,157.2,1715.5 
420,197.2,1311.5 
430,100,1687 
440,200,1286.4 
450,228.8,1886.2 
460,100,1124.6 
470,150,1875.4 
480,191.6,1313.6 
490,232.7,1786.4 
500,100,1072.5 
510,123.4,1739.6 
520,275.8,1367.2 
530,164.2,1609.9 
540,183.8,1622 
550,340.8,1346.2 
560,141.6,1224.5 
570,236.5,1281 
580,100,1373 
590,272.6,1627 
600,100,1395.5 
610,280,1604.5 
620,116,1512.9 
630,230.3,1496.7 
640,100,1513.6 
650,298.5,1415.9 
660,151.2,1723.4 
670,200,1337.5 
680,100,1309.8 
690,299.2,1511 
700,268.6,1335.4 
710,217.1,1527.4 
720,246.1,1487.8 
730,141.6,1729.6 
740,200,1153.7 
750,107.6,1846.3 
760,192.4,1213.8 
770,147.3,1781.8 
780,157.1,1409.1 
790,245.2,1695.3 
800,100,1514 
810,200.7,1419.6 
820,173.9,1480 
830,285.4,1586.4 
840,106.4,1519.3 
850,226.8,1493.9 
860,186.7,1604.6 
870,279.7,1691.7 
880,223,1491.7 
890,125,1359.8 
900,200,1839 
910,100,1638.9 
920,384.2,1144.8 
930,245.8,1604.7 
940,272,1413.8 
950,135.2,1792 
960,200,1405.8 
970,100,1575.2 
980,200,1424.8 
990,100,1518.2 
1000,163.2,1292.4 
1010,288.1,1769.7 
1020,251.2,1419.7 
1030,122.4,1681.9 
1040,238.4,1345.3 
1050,198.3,1701.9 
1060,146.5,1411.6 
1070,100,1759.3 
1080,200,1159.2 
1090,317.2,1749.7 
1100,154.1,1595.9 
1110,192.5,1432.9 
1120,165,1462.3 
1130,200,1700 
1140,100,1473.1 
1150,299.2,1525.4 
1160,116.1,1705.2 
1170,200,1251.6 
1180,85.7,1240.7 
