time,page 
10,1409.9926961644953 
20,1076.4556649578205 
30,842.0343662473384 
40,1518.208236432753 
50,822.3800543063904 
60,1320.8667981247324 
70,1045.5338338529782 
80,1467.3567931638156 
90,1118.388691506915 
100,1480.1171110317312 
110,1083.335846367326 
120,1867.2278819522671 
130,1438.8975675267632 
140,973.5442009251587 
150,1372.4831498044323 
160,909.3078727281664 
170,1793.535804894742 
180,1353.4484409993047 
190,1658.3056362185698 
200,1011.953218135307 
210,1051.13177342697 
220,1398.3023406159696 
230,1399.3809651739778 
240,1061.157342322258 
250,1192.8022734014512 
260,1065.6293112429619 
270,1121.994623328098 
280,1373.5739050551783 
290,1155.072684871034 
300,1243.0719283172687 
310,1107.5502691427157 
320,1369.1104604441969 
330,1054.7619858192625 
340,2170.725948165863 
350,1471.7450353591469 
360,980.7588071980259 
370,1313.6206242736932 
380,1250.2397008168712 
390,1280.6365371840282 
400,1568.6459106587663 
410,1311.768534275448 
420,1348.8269478772906 
430,831.2728576866859 
440,1372.6711676542002 
450,1134.85612051267 
460,1516.6452299511545 
470,1187.2909351347246 
480,1549.0604606190195 
490,1448.3873661348944 
500,1175.3627778902926 
510,963.28326315215 
520,1702.69342315146 
530,1055.2694228370106 
540,1343.998286192237 
550,1838.221684348283 
560,1355.4893872622067 
570,1553.3169910004979 
580,871.9109945026056 
590,1480.8778546473652 
600,1008.6971635507443 
610,1584.7462281370576 
620,1039.593729907243 
630,1470.5015327312965 
640,870.7331297711178 
650,1522.4668271819137 
660,1027.1451679826503 
670,1214.7196165433481 
680,980.5356859560341 
690,1686.8201109580011 
700,1617.1907485075803 
710,1324.1023227606968 
720,1503.7843257127624 
730,975.7294265697092 
740,1480.6815911804408 
750,941.4992915990376 
760,1440.0744961754287 
770,999.3992510514971 
780,1471.9371608107806 
790,1369.5177592901043 
800,954.9614981947935 
810,1628.1560663117016 
820,1402.239170296942 
830,1491.5505770921939 
840,1005.5042644364537 
850,1504.8819959438936 
860,1255.8868098252676 
870,1454.4392929138824 
880,1095.588873881589 
890,1367.388799601615 
900,1221.8042353827104 
910,990.0206664679565 
920,1999.3783731825743 
930,1338.663061542164 
940,1708.6044700567193 
950,1020.300609009657 
960,1331.1013192645107 
970,830.5036217639116 
980,1321.7429087337107 
990,944.3850233834136 
1000,1401.7930995434585 
1010,1552.3838623794115 
1020,1568.5652697944395 
1030,1087.9695917618653 
1040,1494.5905228030144 
1050,948.8863349421316 
1060,1370.9957551316265 
1070,816.1225242126557 
1080,1314.1941606188648 
1090,1648.8054611225127 
1100,1283.2069488526668 
1110,1356.7585173176933 
1120,1170.373193325337 
1130,1621.8978932067791 
1140,1046.7079253377744 
1150,1609.3660725790523 
1160,883.0037799037967 
1170,1478.9119185539714 
1180,1480.0279486406912 
