time,connect,request 
10,2182.4757476806635,230.9340292358397 
20,2031.7331562980276,216.80564104924437 
30,2237.944830031622,238.52698800223203 
40,2206.286852551746,249.3948407061689 
50,2006.222849527992,211.4770829264323 
60,2119.9398437499995,233.24351334635423 
70,2034.47996481871,212.8053485576925 
80,2027.66271330181,210.87799222176545 
90,1953.9197665127824,212.94670903369658 
100,1931.14792015439,210.25157199435773 
110,2040.9765694754465,219.0264585658482 
120,1850.8615938562925,209.649222995924 
130,1952.8845550817098,248.50931237937104 
140,1793.756612975338,247.43589743740662 
150,2016.9308129375747,268.5073410260572 
160,1855.0980271818883,239.3426196019292 
170,1958.8044421967975,265.68256394159215 
180,1931.7874468887062,244.442505439624 
190,2065.837956724209,284.92465052708764 
200,1916.9665573335703,283.1590220022171 
210,1895.2485994944848,227.15215056707535 
220,2149.202838027688,318.0628283584326 
230,1875.6919854126975,234.18130188504637 
240,1881.1859508696057,253.00160545712416 
250,2255.023732069672,260.4610690957995 
260,2130.7994658801017,232.4379637011054 
270,2074.6830634445437,262.7408089581868 
280,1941.5599165232172,195.41323169309703 
290,2036.624952327569,230.9495176416882 
300,2019.600769288089,232.8603998023345 
310,2108.0851955661515,241.4377049830053 
320,1976.1045527420636,221.26217492771895 
330,2012.3733479817708,222.35878757052944 
340,2088.940626268263,234.68409820160355 
350,2061.615252311861,228.0313200534119 
360,2261.313770707832,262.06267119258246 
364,2845.1439174107145,292.2068666294644 
