time,session 
10,4335.14013671875 
20,4335.14013671875 
30,4335.14013671875 
40,4479.97607421875 
50,4479.97607421875 
60,4479.97607421875 
70,4479.97607421875 
80,4479.97607421875 
90,4479.97607421875 
100,4479.97607421875 
110,4479.97607421875 
120,4479.97607421875 
130,5290.8369140625 
140,5293.10205078125 
150,5293.10205078125 
160,5293.10205078125 
170,5293.10205078125 
180,5293.10205078125 
190,5501.833984375 
200,5501.833984375 
210,5501.833984375 
220,5512.364990234375 
230,5512.364990234375 
240,5512.364990234375 
250,5512.364990234375 
260,5512.364990234375 
270,5512.364990234375 
280,5512.364990234375 
290,5512.364990234375 
300,5512.364990234375 
310,5512.364990234375 
320,5512.364990234375 
330,5512.364990234375 
340,5512.364990234375 
350,5512.364990234375 
360,5512.364990234375 
364,5512.364990234375 
