time,session 
10,2395.203921508789 
20,2192.5570308497695 
30,2444.6922781808034 
40,2499.565987723214 
50,2168.4673197428388 
60,2375.8304036458317 
70,2052.7906290690107 
80,2299.253443400065 
90,2135.964814157197 
100,2124.212865435888 
110,2215.5945417131697 
120,2084.2509898490657 
130,2907.386033924349 
140,2864.1055311088103 
150,2991.83447555406 
160,2581.3734609698727 
170,3004.3274541945684 
180,2654.098922354715 
190,3114.858420292883 
200,2597.240742211203 
210,2845.1907816256003 
220,3275.24224692897 
230,2698.937299647713 
240,2853.2872116815497 
250,2618.9133076652156 
260,2435.9878909571635 
270,2372.8976080284365 
280,2345.815567720854 
290,2360.767066729844 
300,2366.270006784953 
310,2486.583827427455 
320,2321.2842008335365 
330,2396.1223320855033 
340,2380.367269937096 
350,2341.985719268175 
360,2712.8792577536697 
364,2948.560316685268 
