time,users,connected 
0,10, 
10,30,0 
20,6,0 
30,20,0 
40,38,0 
50,14,0 
60,28,0 
70,19,0 
80,18,0 
90,39,0 
100,10,0 
110,32,0 
120,41,50 
130,112,0 
140,209,0 
150,11,0 
160,155,0 
170,170,0 
180,97,0 
190,148,0 
200,233,225 
210,134,0 
220,179,0 
230,71,0 
240,122,0 
250,17,0 
260,52,0 
270,89,83 
280,42,0 
290,70,0 
300,24,0 
310,59,0 
320,18,0 
330,45,0 
340,85,0 
350,35,0 
360,35,0 
364,0,0 
