time,session 
10,240.998046875 
20,177.2861328125 
30,177.2861328125 
40,177.2861328125 
50,177.2861328125 
60,177.2861328125 
70,177.2861328125 
80,150.152099609375 
90,150.152099609375 
100,150.152099609375 
110,150.152099609375 
120,150.152099609375 
130,150.152099609375 
140,150.152099609375 
150,150.152099609375 
160,150.152099609375 
170,150.152099609375 
180,150.152099609375 
190,150.152099609375 
200,150.152099609375 
210,150.152099609375 
220,150.152099609375 
230,150.152099609375 
240,150.152099609375 
250,150.152099609375 
260,150.152099609375 
270,150.152099609375 
280,150.152099609375 
290,150.152099609375 
300,150.152099609375 
310,150.152099609375 
320,150.152099609375 
330,150.152099609375 
340,150.152099609375 
350,150.152099609375 
360,150.152099609375 
364,150.152099609375 
