time,users,connected 
0,10, 
10,44,0 
20,50,0 
30,50,0 
40,50,0 
50,50,0 
60,50,0 
70,50,0 
80,50,0 
90,54,0 
100,54,0 
110,54,0 
120,80,50 
130,262,-50 
140,262,0 
150,283,0 
160,283,0 
170,283,0 
180,283,0 
190,283,0 
200,283,225 
210,283,-225 
220,283,0 
230,283,0 
240,283,0 
250,283,0 
260,283,0 
270,283,83 
280,283,-83 
290,283,0 
300,283,0 
310,283,0 
320,283,0 
330,283,0 
340,283,0 
350,283,0 
360,283,0 
364,283,0 
