time,connect,request 
10,4117.113037109375,4145.95703125 
20,4117.113037109375,4145.95703125 
30,4117.113037109375,4145.95703125 
40,4117.113037109375,4322.02685546875 
50,4117.113037109375,4322.02685546875 
60,4117.113037109375,4322.02685546875 
70,4143.966796875,4322.02685546875 
80,4143.966796875,4322.02685546875 
90,4143.966796875,4322.02685546875 
100,4143.966796875,4322.02685546875 
110,4143.966796875,4322.02685546875 
120,4143.966796875,4322.02685546875 
130,4162.616943359375,4322.02685546875 
140,4162.616943359375,4322.02685546875 
150,4162.616943359375,4322.02685546875 
160,4240.447021484375,4322.02685546875 
170,4240.447021484375,4322.02685546875 
180,4240.447021484375,4322.02685546875 
190,4240.447021484375,4403.496826171875 
200,4240.447021484375,4403.496826171875 
210,4240.447021484375,4403.496826171875 
220,4240.447021484375,4403.496826171875 
230,4240.447021484375,4403.496826171875 
240,4240.447021484375,4403.496826171875 
250,4240.447021484375,4403.496826171875 
260,4240.447021484375,4403.496826171875 
270,4240.447021484375,4403.496826171875 
280,4240.447021484375,4403.496826171875 
290,4240.447021484375,4403.496826171875 
300,4240.447021484375,4403.496826171875 
310,4240.447021484375,4403.496826171875 
320,4240.447021484375,4403.496826171875 
330,4240.447021484375,4403.496826171875 
340,4240.447021484375,4403.496826171875 
350,4240.447021484375,4403.496826171875 
360,4240.447021484375,4555.6298828125 
364,4240.447021484375,4555.6298828125 
